No,carat,depth,table,x,y,z
12276,1.26,63.2,57.3,6.81,6.86,4.32
12277,1.2,58.8,61,6.94,6.98,4.09
12278,1.2,62.9,57,6.73,6.78,4.25
12279,1.2,62.3,58,6.66,6.72,4.17
12280,1.2,63.9,56,6.62,6.69,4.25
12281,1,57.4,62,6.54,6.59,3.77
12282,0.91,62.8,57,6.18,6.2,3.89
12283,1.33,61.9,58,7.07,7.01,4.36
12284,1.36,62.6,58,7,7.12,4.42
12285,1.01,59.9,60,6.59,6.53,3.93
12286,1.01,62,61,6.38,6.42,3.97
12287,1.15,61.3,57,6.78,6.71,4.13
12288,1.23,62.9,58,6.75,6.83,4.27
12289,1.02,62.5,56,6.42,6.45,4.02
12290,1.02,62.5,60,6.38,6.43,4
12291,1.02,61.2,58,6.47,6.5,3.97
12292,1.23,61.5,57,6.9,6.95,4.26
12293,1.21,61.9,55,6.84,6.79,4.22
12294,1.21,61.9,55,6.84,6.79,4.22
12295,0.9,61.8,57,6.16,6.23,3.83
12296,1.1,63.5,55,6.58,6.52,4.16
12297,1.21,60.9,61,6.88,6.82,4.17
12298,1.21,62.4,55,6.81,6.78,4.24
12299,1.21,62.8,57,6.74,6.67,4.21
12300,1.09,61.6,57,6.63,6.59,4.07
12301,1.09,62.4,59,6.53,6.48,4.06
12302,1,61.8,61,6.4,6.31,3.93
12303,1.02,61,63,6.48,6.54,3.97
12304,1.09,62.3,55,6.61,6.58,4.11
12305,1.09,61.1,57,6.71,6.62,4.07
12306,1.09,61.1,57,6.69,6.6,4.1
12307,1.09,62.5,56,6.58,6.53,4.1
12308,1.13,60.4,59,6.7,6.75,4.06
12309,1.13,61.7,54,6.71,6.74,4.15
12310,1.07,62.1,57,6.5,6.55,4.05
12311,1.04,61.4,59,6.46,6.5,3.98
12312,1.2,63.5,57,6.67,6.71,4.25
12313,1.24,61.9,57,6.87,6.92,4.27
12314,1,62.3,59,6.44,6.36,3.99
12315,1,62.7,57,6.44,6.38,4.02
12316,1.11,60.1,64,6.73,6.62,4.02
12317,1.02,62.2,56,6.39,6.43,3.99
12318,0.9,62.2,56,6.16,6.18,3.84
12319,1.28,62.5,55,6.91,7,4.35
12320,1.06,62.2,55,6.51,6.54,4.06
12321,1.04,62.7,59,6.47,6.41,4.04
12322,1.15,61.7,56,6.72,6.76,4.16
12323,1.01,59.5,60,6.49,6.55,3.88
12324,1.01,62.3,60,6.36,6.39,3.97
12325,1.01,59.9,59,6.46,6.49,3.88
12326,1.27,60.9,59,6.96,7.04,4.26
12327,0.91,62.6,61,6.12,6.19,3.85
12328,1.2,62.9,60,6.64,6.69,4.19
12329,1.21,62.1,57,6.8,6.85,4.24
12330,1.1,61.6,57,6.61,6.67,4.09
12331,1.2,61.2,62,6.75,6.84,4.16
12332,1.01,63.6,60,6.38,6.32,4.04
12333,1.01,63.4,60,6.34,6.3,4.01
12334,1.01,63.7,58,6.36,6.32,4.04
12335,1.01,59,59,6.6,6.56,3.88
12336,1.22,62.5,58,6.8,6.76,4.24
12337,1.1,62.3,56,6.64,6.58,4.12
12338,1.22,61.6,62,6.79,6.75,4.17
12339,1.22,61.3,57,6.91,6.85,4.22
12340,1.02,58.9,59,6.59,6.55,3.87
12341,1.01,60.5,62,6.5,6.46,3.92
12342,0.9,61.2,55,6.25,6.21,3.81
12343,1.01,62.8,60,6.39,6.38,4.01
12344,1.01,63.1,57,6.39,6.29,4
12345,1.01,64.5,58,6.28,6.18,4.02
12346,1.01,63.1,58,6.4,6.31,4.01
12347,1,62.8,57,6.33,6.37,3.99
12348,1,60.5,60,6.41,6.44,3.89
12349,1.05,61.3,58,6.52,6.47,3.98
12350,1.14,62.5,59,6.67,6.65,4.16
12351,0.91,62.9,56,6.21,6.13,3.88
12352,1.01,62.4,58,6.36,6.4,3.99
12353,1.04,61.8,56,6.49,6.51,4.02
12354,1.01,60.8,61,6.43,6.5,3.93
12355,1.24,61,59,6.93,7,4.25
12356,1.04,60.8,60,6.49,6.56,3.97
12357,1.01,62.7,58,6.35,6.4,4
12358,1.24,60,59,6.99,7.04,4.21
12359,1.01,60.3,57,6.51,6.53,3.93
12360,1.11,60.7,59,6.72,6.76,4.09
12361,0.26,63,58,4,4.03,2.53
12362,0.26,61.5,58,4.08,4.12,2.52
12363,0.26,62.6,58,4.07,4.11,2.56
12364,0.26,59.1,59,4.21,4.28,2.51
12365,0.26,60.4,59,4.15,4.19,2.52
12366,0.26,58.7,58,4.24,4.25,2.49
12367,0.26,62,59,4.08,4.15,2.55
12368,0.26,61.4,58,4.12,4.15,2.54
12369,0.26,59.9,58,4.17,4.18,2.5
12370,0.26,61.6,57,4.13,4.18,2.56
12371,0.26,60.7,56,4.13,4.17,2.52
12372,0.4,62.5,53,4.71,4.76,2.96
12373,0.4,62,57,4.7,4.72,2.92
12374,0.4,62.8,55,4.7,4.73,2.96
12375,0.4,62.1,53,4.76,4.78,2.96
12376,0.36,60.9,57,4.58,4.62,2.8
12377,0.26,59.4,61,4.13,4.15,2.46
12378,0.26,59.6,61,4.13,4.16,2.47
12379,0.36,61.6,56,4.61,4.58,2.83
12380,0.39,63.2,57,4.65,4.57,2.92
12381,0.3,60.4,59,4.33,4.35,2.62
12382,0.35,62,54,4.54,4.56,2.82
12383,0.35,61.5,55,4.56,4.58,2.81
12384,0.35,61.5,55,4.53,4.57,2.8
12385,0.4,62.3,55,4.72,4.75,2.95
12386,0.33,61.3,57,4.45,4.49,2.74
12387,0.28,61.5,56,4.22,4.24,2.6
12388,0.33,61.9,55,4.46,4.49,2.77
12389,0.28,60.2,56,4.3,4.31,2.59
12390,0.28,62,57,4.19,4.23,2.61
12391,1.02,58.9,58,6.51,6.54,3.84
12392,1.01,60.2,59,6.54,6.49,3.92
12393,1.21,60.4,54,6.86,6.89,4.15
12394,1.07,62.1,57,6.59,6.52,4.07
12395,1.01,64.2,59,6.27,6.19,4
12396,1.13,61.8,57,6.71,6.68,4.14
12397,1.22,62.3,58,6.77,6.81,4.23
12398,1.22,62.9,59,6.66,6.76,4.22
12399,1.22,62.3,57,6.77,6.87,4.25
12400,1.12,60.1,58,6.78,6.83,4.09
12401,1.12,60.5,59,6.72,6.76,4.08
12402,1.12,61.2,60,6.63,6.67,4.07
12403,1.01,58.6,62,6.58,6.6,3.86
12404,1.01,57.9,57,6.6,6.67,3.84
12405,1.2,58.7,60,6.93,6.96,4.08
12406,1.03,62.2,57,6.42,6.48,4.01
12407,1.03,62,57,6.44,6.47,4
12408,1.01,61.6,56,6.45,6.48,3.98
12409,1.02,62,58,6.4,6.51,4
12410,1.01,62,57,6.38,6.45,3.98
12411,1.05,63.3,58,6.42,6.48,4.08
12412,1.19,63.7,57.2,6.69,6.73,4.28
12413,1.14,61.5,58,6.66,6.73,4.12
12414,1.12,62.3,55,6.64,6.69,4.15
12415,1.06,60,58,6.65,6.61,3.98
12416,1.06,61,58,6.65,6.6,4.04
12417,1.29,61.6,57,7,7.06,4.33
12418,1.07,59.2,61,6.67,6.65,3.94
12419,1.09,62.7,58,6.6,6.55,4.12
12420,1.01,61,59,6.51,6.47,3.96
12421,1.09,62.3,55,6.58,6.62,4.11
12422,1,61.7,57,6.34,6.47,3.95
12423,1,62,55,6.39,6.44,3.98
12424,1.72,68.5,59,7.31,7.24,4.98
12425,1.07,61.5,55,6.56,6.62,4.05
12426,1.02,61.8,58,6.49,6.43,3.99
12427,1.03,60.6,63,6.47,6.5,3.93
12428,1.03,58,60,6.68,6.74,3.89
12429,1.03,61.1,57,6.58,6.54,4.01
12430,1.03,61.7,56,6.5,6.47,4
12431,1,62.3,58,6.35,6.29,3.94
12432,1,63.8,58,6.37,6.29,4.04
12433,1,62.1,58,6.43,6.39,3.98
12434,0.9,60.7,57,6.16,6.23,3.76
12435,1.04,61.1,58,6.49,6.57,3.99
12436,1.3,64,58,6.91,6.84,4.4
12437,1.04,61.8,55,6.5,6.54,4.03
12438,1,58.6,65,6.61,6.53,3.85
12439,1,64.6,59,6.3,6.26,4.06
12440,1.2,61.9,57,6.77,6.73,4.18
12441,1,60.8,58,6.44,6.4,3.9
12442,0.9,61.3,57,6.24,6.2,3.81
12443,0.9,61.9,56,6.22,6.15,3.83
12444,0.9,60.1,56,6.38,6.3,3.81
12445,1,61.9,60,6.39,6.31,3.93
12446,1.17,62.5,57,6.68,6.63,4.16
12447,1.3,60.3,60,7.01,6.99,4.22
12448,1.12,59.3,59,6.76,6.8,4.02
12449,0.92,62,57,6.24,6.28,3.88
12450,1.21,58.9,60,6.81,6.74,3.99
12451,1.02,63.5,55,6.3,6.37,4.02
12452,1.21,62.9,56,6.73,6.79,4.25
12453,1.34,63.2,57,6.98,6.95,4.4
12454,1,62.7,58,6.34,6.39,3.99
12455,1.2,62.2,62,6.7,6.77,4.19
12456,1,62.1,58,6.44,6.45,4
12457,1.08,60.2,57,6.63,6.67,4
12458,1.06,62.1,60,6.52,6.5,4.04
12459,1.01,60.7,58,6.4,6.51,3.92
12460,1.12,62.9,55.9,6.59,6.62,4.16
12461,1.01,59.8,60,6.53,6.57,3.92
12462,1.01,62.2,59,6.36,6.41,3.97
12463,1.27,61.4,59,6.98,6.94,4.27
12464,1.03,58.4,58,6.66,6.62,3.88
12465,1.27,62.1,56,6.96,6.92,4.31
12466,1.03,62.3,56,6.51,6.45,4.04
12467,1.06,59.6,54,6.64,6.62,3.95
12468,1.02,61.5,59,6.4,6.45,3.95
12469,1.2,59.9,59,6.92,6.98,4.16
12470,1.2,62.5,57,6.73,6.84,4.24
12471,1.08,62.1,58,6.63,6.51,4.08
12472,1.25,62.5,59,6.89,6.81,4.28
12473,1.08,62.4,58,6.56,6.49,4.07
12474,0.77,61.6,55,5.87,5.95,3.64
12475,1.02,60.8,58,6.47,6.49,3.94
12476,1.01,63.6,57,6.27,6.3,4
12477,1.33,57.4,62,7.3,7.23,4.17
12478,1.01,59.9,61,6.46,6.5,3.88
12479,1.25,62.4,57,6.86,6.92,4.3
12480,1.25,62.1,58,6.86,6.89,4.27
12481,0.91,61.4,54,6.26,6.24,3.84
12482,1.21,62.7,59,6.63,6.71,4.18
12483,1.06,62,56,6.55,6.52,4.05
12484,1.06,62.3,55,6.54,6.5,4.06
12485,1.07,61.5,57,6.57,6.63,4.06
12486,1,60.9,61,6.38,6.42,3.9
12487,1.05,61.6,61,6.5,6.55,4.02
12488,1.06,61.7,60,6.48,6.52,4.01
12489,1.02,63.3,60,6.42,6.38,4.05
12490,1.02,61.1,58,6.52,6.48,3.97
12491,1.02,64.8,59,6.33,6.23,4.07
12492,1.08,61.8,56,6.55,6.58,4.06
12493,1.08,61.6,57,6.58,6.62,4.07
12494,1.08,58.2,63,6.69,6.78,3.92
12495,1.2,63.6,59,6.67,6.72,4.26
12496,1.2,62.9,56,6.74,6.77,4.25
12497,1,59.6,60,6.58,6.51,3.9
12498,1.15,60,59,6.78,6.82,4.08
12499,1.2,63.2,58,6.71,6.75,4.25
12500,1.02,61.2,56,6.49,6.51,3.98
12501,1.02,60.2,58,6.56,6.53,3.94
12502,1.06,61.8,56.4,6.51,6.56,4.04
12503,1.09,61.2,60,6.64,6.6,4.05
12504,1.09,62.1,56,6.59,6.56,4.08
12505,0.91,61.8,58,6.16,6.24,3.83
12506,0.91,61.9,59,6.17,6.23,3.84
12507,0.91,62,58,6.15,6.2,3.83
12508,1.25,62,57,6.85,6.92,4.27
12509,1.25,61.8,56,6.92,6.94,4.28
12510,1.25,61.6,57,6.91,6.98,4.28
12511,0.92,60.2,56,6.28,6.32,3.79
12512,1.01,61.9,57,6.42,6.35,3.95
12513,1.01,63.2,58,6.34,6.26,3.98
12514,1.16,62.2,55.7,6.68,6.74,4.18
12515,1.01,61.6,59,6.41,6.39,3.94
12516,1.01,61.3,59,6.45,6.41,3.94
12517,1.01,63.1,59,6.34,6.3,3.99
12518,1.01,62.7,56,6.4,6.35,4
12519,1.01,60.6,60,6.51,6.49,3.94
12520,1.22,61.9,56,6.87,6.83,4.24
12521,0.91,62.6,55,6.2,6.23,3.89
12522,1.09,61.9,57,6.58,6.63,4.09
12523,1.11,61.2,55,6.68,6.72,4.1
12524,1.01,61.8,57,6.39,6.49,3.98
12525,1.1,61.6,56,6.63,6.66,4.09
12526,1.07,62.7,57,6.48,6.53,4.08
12527,1.07,61.9,56,6.55,6.61,4.07
12528,1.25,62,59,6.9,6.87,4.27
12529,1.24,61.8,57.6,6.84,6.88,4.24
12530,1.04,62.9,58,6.41,6.47,4.05
12531,1.21,62.2,57,6.84,6.76,4.23
12532,1.03,62,58,6.45,6.51,4.02
12533,1.12,62.2,60,6.59,6.65,4.12
12534,1.12,61.6,59,6.63,6.67,4.1
12535,1.02,62.3,56,6.49,6.45,4.03
12536,1.21,60.9,60,6.87,6.9,4.19
12537,1.09,61.3,57,6.64,6.67,4.08
12538,1.1,62,58,6.68,6.6,4.12
12539,1.2,58.2,59,6.98,6.9,4.04
12540,1.5,65.5,60,7.07,7.03,4.62
12541,1.2,61.3,56,6.8,6.71,4.14
12542,1.5,62.6,56,7.24,7.11,4.51
12543,1.3,63.6,59,6.9,6.87,4.38
12544,1.23,62.4,58,6.86,6.82,4.27
12545,1.23,62.1,56,6.88,6.84,4.26
12546,1.23,62.5,60,6.82,6.75,4.24
12547,1.15,62.4,57,6.68,6.71,4.18
12548,1.01,58.5,64,6.4,6.45,3.76
12549,0.95,57.7,58,6.47,6.52,3.75
12550,1.1,61.8,55.4,6.62,6.65,4.1
12551,1.34,62.5,57,7,7.08,4.4
12552,1.14,63,59,6.68,6.62,4.19
12553,1.01,62.9,61,6.35,6.33,3.99
12554,1.01,61.6,57,6.4,6.32,3.92
12555,1.01,60,56,6.55,6.49,3.91
12556,1.21,62.6,54.2,6.79,6.81,4.26
12557,1.21,61.8,59,6.85,6.81,4.22
12558,1.06,61.2,55,6.57,6.61,4.03
12559,1.12,61.8,56,6.65,6.68,4.12
12560,1.01,59.8,61,6.45,6.49,3.87
12561,1.69,60.2,61,7.79,7.7,4.66
12562,1.24,60.4,59,6.99,6.92,4.2
12563,1.52,59.9,55,7.54,7.45,4.49
12564,1.02,60.4,55,6.54,6.48,3.93
12565,1.06,63,55,6.49,6.44,4.08
12566,1.1,61.6,57,6.63,6.61,4.08
12567,1.02,61.5,58,6.51,6.46,3.99
12568,1.02,63.2,61,6.37,6.31,4.01
12569,1.2,59.2,60,6.92,6.9,4.09
12570,1.02,62.6,58,6.47,6.44,4.05
12571,1.01,63.8,57,6.27,6.34,4.02
12572,1.01,61.8,60,6.36,6.4,3.94
12573,0.9,62.5,58,6.12,6.17,3.84
12574,1.2,63.5,60.7,6.71,6.75,4.27
12575,1.13,62,58,6.64,6.68,4.13
12576,1.13,60.9,60,6.67,6.76,4.09
12577,1.2,62.1,59,6.75,6.8,4.21
12578,1.2,62.5,58,6.76,6.81,4.24
12579,1.2,62,58,6.76,6.91,4.24
12580,1.2,62.3,58,6.76,6.81,4.23
12581,1.2,62.6,58.2,6.71,6.74,4.21
12582,1.07,62.4,60,6.49,6.52,4.06
12583,1.07,61.5,55,6.58,6.62,4.06
12584,1.07,61,56,6.6,6.68,4.05
12585,1.11,60.1,60,6.73,6.68,4.03
12586,1.31,62,58,7.01,6.98,4.34
12587,1.23,58.9,58,6.99,6.97,4.11
12588,1.04,59.8,59,6.61,6.56,3.94
12589,1.37,61.9,59,7.1,7.05,4.38
12590,1.11,62.2,57,6.67,6.61,4.13
12591,1.04,63.5,56,6.37,6.41,4.06
12592,1.04,62,58,6.42,6.48,4
12593,1.27,61.8,54,6.95,6.98,4.31
12594,1.21,60,60,6.96,6.91,4.16
12595,1.21,62,56,6.89,6.83,4.25
12596,1,60.9,59,6.46,6.41,3.92
12597,1.08,63.4,57,6.54,6.51,4.14
12598,1.09,60.9,59,6.59,6.64,4.03
12599,1.09,62.7,58,6.51,6.56,4.1
12600,1.02,60.9,57,6.52,6.56,3.98
12601,1,60.9,58,6.43,6.46,3.93
12602,0.99,61.1,56,6.44,6.47,3.94
12603,0.75,60.6,57,5.88,5.94,3.59
12604,1.33,60.7,62,7.12,7.07,4.31
12605,1.01,60.9,55,6.5,6.48,3.95
12606,1.01,62.9,59,6.38,6.31,3.99
12607,1.23,63.6,57,6.74,6.79,4.3
12608,1.21,63.4,57,6.72,6.79,4.28
12609,1.21,61.5,61,6.77,6.82,4.18
12610,1.21,62.7,57,6.74,6.81,4.25
12611,1.04,60.1,62,6.54,6.6,3.95
12612,1.28,61.9,56,7.13,7,4.37
12613,1.02,61.3,56,6.43,6.53,3.97
12614,1.14,62.3,59,6.69,6.64,4.15
12615,1.12,62.3,56,6.7,6.65,4.16
12616,1.12,62,56,6.68,6.61,4.12
12617,1.12,61.9,59,6.66,6.52,4.08
12618,1.1,60.8,58,6.68,6.63,4.04
12619,1.5,68.9,56,7,6.9,4.79
12620,1,58.6,58,6.56,6.52,3.83
12621,1,62.2,58,6.45,6.37,3.99
12622,1,62.7,59,6.36,6.31,3.97
12623,1,60.5,56,6.48,6.45,3.91
12624,1.04,62.4,56,6.5,6.45,4.04
12625,1,64.8,59,6.29,6.24,4.06
12626,1.05,63.2,58,6.46,6.39,4.06
12627,1.25,63.3,56,6.87,6.83,4.34
12628,1.26,60.5,62,6.97,6.92,4.2
12629,1,62.6,60,6.32,6.3,3.95
12630,1,62,57,6.43,6.37,3.97
12631,1,61.6,60,6.41,6.31,3.9
12632,1,62.3,59,6.43,6.37,3.99
12633,1,60.3,58,6.47,6.43,3.89
12634,1,61.6,61,6.37,6.3,3.9
12635,1,60.7,60,6.4,6.36,3.87
12636,1,62.7,59,6.4,6.36,4
12637,1,61.2,58,6.44,6.4,3.93
12638,1,61.9,56,6.41,6.36,3.95
12639,1.06,58.5,58.3,6.66,6.79,3.94
12640,1.25,59.7,59,6.97,7.03,4.18
12641,1.06,60.1,58,6.6,6.64,3.98
12642,1.06,57.5,62,6.71,6.83,3.9
12643,1.01,61.2,61,6.44,6.41,3.93
12644,1.01,63.1,55,6.38,6.36,4.02
12645,1.01,61.2,61,6.44,6.41,3.93
12646,1.01,68.9,60,6.06,6.02,4.17
12647,1.01,61.3,56,6.49,6.44,3.96
12648,1.01,62.7,58,6.39,6.37,4
12649,1.01,63.1,59,6.32,6.23,3.96
12650,1.15,61.9,55,6.74,6.77,4.18
12651,1.22,62.3,57,6.85,6.8,4.25
12652,1.22,62.1,58,6.82,6.84,4.24
12653,1,62.3,55,6.34,6.41,3.97
12654,1,63.2,57,6.36,6.39,4.03
12655,1,60.5,59,6.4,6.45,3.89
12656,1.11,61.7,57,6.65,6.69,4.12
12657,1.25,62.2,59,6.86,6.88,4.27
12658,1.04,62.2,60,6.48,6.44,4.02
12659,1.02,62.3,58,6.38,6.46,4
12660,1.02,63.2,59,6.35,6.38,4.02
12661,1.02,62.8,55,6.4,6.43,4.03
12662,1.26,62,56,6.9,6.93,4.29
12663,1.01,59.5,60,6.54,6.46,3.87
12664,1.16,61.5,54,6.78,6.75,4.16
12665,1.07,62,57,6.56,6.5,4.05
12666,1.02,62.2,60,6.4,6.43,3.99
12667,0.91,62.4,59,6.15,6.16,3.84
12668,1.16,61.5,57,6.78,6.75,4.16
12669,1.01,61.5,59,6.48,6.49,3.99
12670,1.07,62.2,57,6.59,6.56,4.09
12671,1.07,61.7,58,6.54,6.56,4.04
12672,1.23,60.1,60,6.95,6.9,4.16
12673,1.01,64,54,6.3,6.38,4.06
12674,0.9,62.5,58,6.14,6.18,3.85
12675,1.09,60.2,60,6.66,6.7,4.02
12676,1.01,58.3,58,6.65,6.59,3.86
12677,1.24,62.8,57,6.83,6.79,4.28
12678,1.09,60.1,59,6.74,6.67,4.03
12679,1.01,62.7,57,6.41,6.39,4.01
12680,1.15,62.5,58,6.65,6.69,4.17
12681,1.09,62,56,6.62,6.58,4.09
12682,1.26,63.2,57,6.86,6.81,4.32
12683,1.27,62,55,6.9,6.95,4.3
12684,1.21,62.7,59,6.66,6.74,4.2
12685,1.01,63.9,59,6.29,6.32,4.03
12686,1.2,62.1,60,6.72,6.78,4.19
12687,1.66,60,59,7.63,7.56,4.56
12688,1.36,62.6,58,7.12,7,4.42
12689,1.04,60.7,62,6.57,6.51,3.97
12690,1.01,62,61,6.42,6.38,3.97
12691,0.28,62,57,4.17,4.2,2.59
12692,0.26,61.7,60,4.11,4.12,2.54
12693,0.38,57.5,60,4.83,4.88,2.79
12694,0.4,62.6,57,4.68,4.71,2.94
12695,0.4,62.2,54,4.75,4.8,2.97
12696,0.27,61.8,56,4.15,4.17,2.57
12697,0.36,62,55,4.58,4.63,2.86
12698,0.38,62,53,4.68,4.71,2.91
12699,0.3,64.6,56,4.27,4.25,2.75
12700,0.26,62.2,56,4.12,4.15,2.57
12701,0.26,63.1,59,4.04,4.08,2.56
12702,0.26,62.5,56,4.1,4.12,2.57
12703,0.26,62.9,58,4.06,4.08,2.56
12704,0.26,62,56,4.09,4.13,2.55
12705,0.26,61.7,57,4.07,4.1,2.52
12706,0.26,61.7,59,4.1,4.14,2.54
12707,0.26,62.3,60,4.07,4.09,2.54
12708,0.26,61.6,57,4.08,4.1,2.52
12709,0.26,61.8,58,4.11,4.14,2.55
12710,0.26,62.4,56,4.1,4.11,2.56
12711,0.26,62.5,56,4.08,4.11,2.56
12712,0.26,61.4,56,4.12,4.15,2.54
12713,0.26,61.5,56,4.08,4.11,2.52
12714,0.26,62.3,57,4.06,4.09,2.54
12715,0.26,62,56,4.1,4.13,2.55
12716,0.26,61.6,57,4.08,4.1,2.52
12717,0.4,64,56,4.64,4.7,2.99
12718,0.32,61.8,54,4.4,4.43,2.73
12719,0.32,61.4,56,4.41,4.45,2.72
12720,0.29,59.1,61,4.33,4.37,2.57
12721,1.24,61,59,6.93,6.97,4.24
12722,1.04,61.9,56,6.46,6.5,4.01
12723,1.02,61.2,58,6.5,6.47,3.97
12724,1.02,62.5,56,6.45,6.42,4.02
12725,0.9,62.6,60,6.15,6.08,3.83
12726,0.9,59.5,58,6.33,6.28,3.75
12727,1.02,61.2,56,6.53,6.48,3.98
12728,1.02,62.5,60,6.43,6.38,4
12729,1.5,60.6,62,7.22,7.24,4.38
12730,1.03,60.5,61,6.43,6.47,3.9
12731,1.07,61.4,56,6.57,6.63,4.05
12732,1.16,64.2,58.6,6.61,6.66,4.26
12733,1.23,61.2,58,6.86,6.9,4.21
12734,1.18,61.7,63,6.67,6.72,4.13
12735,1.11,62.8,61,6.63,6.56,4.14
12736,1.11,61.5,59,6.69,6.64,4.1
12737,1.11,61,56,6.74,6.7,4.1
12738,1.11,60.2,54,6.82,6.7,4.07
12739,1.13,62.2,58,6.68,6.63,4.14
12740,1.13,61.7,54,6.74,6.71,4.15
12741,1.13,60.4,59,6.75,6.7,4.06
12742,1.01,60.6,57,6.54,6.49,3.95
12743,0.91,64,61,6.06,6.13,3.9
12744,1.19,62.3,55,6.84,6.8,4.25
12745,1.2,61.8,55,6.84,6.86,4.23
12746,1.33,59.2,62,7.22,7.16,4.26
12747,1.28,58.2,64,7.09,7.03,4.11
12748,1.06,62.2,55,6.54,6.51,4.06
12749,1.25,59.4,62,7.07,7,4.18
12750,1.1,61.1,58,6.61,6.69,4.06
12751,1,63.2,59,6.29,6.4,4.01
12752,1,62.6,59,6.37,6.31,3.97
12753,1.2,62.9,54,6.76,6.79,4.26
12754,1.22,62.3,55.3,6.8,6.87,4.26
12755,1.04,61.3,55,6.51,6.53,4
12756,1,59.7,57,6.56,6.48,3.89
12757,1,59.4,63,6.47,6.42,3.83
12758,1.2,63.1,58,6.7,6.62,4.2
12759,1,60.8,60,6.39,6.33,3.87
12760,1.05,61.1,58,6.57,6.53,4
12761,1.21,62.7,59,6.75,6.78,4.24
12762,1.21,62.6,61,6.7,6.75,4.21
12763,1.21,62.1,56,6.76,6.92,4.25
12764,1.21,62.3,55,6.81,6.86,4.26
12765,0.9,61.2,56,6.18,6.23,3.8
12766,1.07,62.2,55,6.54,6.58,4.08
12767,1.11,60.6,59,6.75,6.71,4.08
12768,1.14,62.2,58,6.64,6.7,4.15
12769,1.07,62.1,59,6.52,6.56,4.06
12770,1.33,64,53,6.93,7.01,4.46
12771,1.08,62.7,57,6.52,6.49,4.08
12772,1.51,59.7,62,7.46,7.42,4.44
12773,1.06,59.6,57,6.62,6.67,3.96
12774,1.11,61.9,55,6.65,6.66,4.12
12775,1.12,61.2,60,6.67,6.63,4.07
12776,1.12,59.8,58,6.79,6.76,4.05
12777,1.22,62.1,56,6.83,6.79,4.23
12778,1.22,63.5,56,6.79,6.75,4.3
12779,1.27,61,61,6.95,7.01,4.26
12780,1,58.2,61,6.53,6.57,3.81
12781,1.03,62,57,6.47,6.44,4
12782,1.03,60.5,59,6.6,6.52,3.97
12783,1.03,62.2,57,6.48,6.42,4.01
12784,0.9,60.3,58,6.23,6.28,3.77
12785,1,61.6,57,6.37,6.45,3.95
12786,1.01,64.4,58,6.18,6.24,4
12787,1,65.5,60,6.18,6.12,4.03
12788,1,58.5,64,6.53,6.49,3.81
12789,1.19,63.7,57,6.73,6.69,4.28
12790,1.12,63.6,56,6.68,6.54,4.19
12791,1.25,59.4,60,7.1,7.03,4.2
12792,1.2,62.5,59,6.74,6.68,4.2
12793,1.27,65.2,54,6.78,6.71,4.41
12794,1.02,60.2,62,6.46,6.54,3.91
12795,0.9,61.9,56,6.15,6.22,3.83
12796,0.9,61.3,57,6.2,6.24,3.81
12797,1.11,62.5,58,6.61,6.64,4.14
12798,1.34,62.7,56,7.05,7.08,4.43
12799,1.09,59.8,60,6.72,6.66,4
12800,1.03,62.5,57,6.4,6.49,4.03
12801,0.7,61.9,56,5.66,5.69,3.51
12802,0.7,61.8,55,5.69,5.73,3.53
12803,1.13,61.4,59,6.73,6.68,4.12
12804,1.01,62.3,56,6.36,6.42,3.98
12805,1.01,61.1,57,6.43,6.46,3.94
12806,1.14,61.6,56,6.71,6.73,4.14
12807,1.01,60.2,60,6.46,6.5,3.9
12808,1.21,61.9,54,6.85,6.88,4.25
12809,1,62.3,59,6.26,6.29,3.91
12810,0.91,62,59,6.19,6.16,3.83
12811,1.06,62,57,6.54,6.5,4.04
12812,1.05,61.9,57,6.54,6.57,4.06
12813,1.13,59.7,57,6.82,6.79,4.06
12814,1.04,59.6,58,6.63,6.55,3.93
12815,1,57.2,62,6.59,6.56,3.76
12816,1.01,62.3,58,6.44,6.41,4
12817,1.01,59.8,60,6.57,6.53,3.92
12818,1.01,62.2,59,6.41,6.36,3.97
12819,1.01,60.6,59,6.52,6.49,3.94
12820,1.01,60.9,55,6.5,6.48,3.95
12821,1.02,62.4,57,6.47,6.36,4
12822,1.21,62.8,57,6.73,6.8,4.25
12823,1.02,61.5,59,6.45,6.4,3.95
12824,1.11,61,59,6.7,6.67,4.08
12825,1.1,60.5,57,6.73,6.7,4.06
12826,1.07,61.9,55,6.57,6.62,4.08
12827,1.05,60.2,57,6.6,6.65,3.99
12828,1.05,61.9,56,6.48,6.5,4.02
12829,1,61.3,59,6.39,6.35,3.9
12830,1.02,66.6,57,6.09,6.14,4.07
12831,1,59.6,60,6.43,6.48,3.85
12832,1,61.2,60,6.39,6.42,3.92
12833,1.05,61.6,61,6.55,6.5,4.02
12834,1.5,61.3,59,7.38,7.33,4.51
12835,1.2,62,58,6.73,6.79,4.19
12836,1.2,63.8,57,6.64,6.72,4.26
12837,1.05,61.8,54,6.55,6.57,4.05
12838,1.08,61.8,56,6.58,6.55,4.06
12839,1.08,61.6,57,6.62,6.58,4.07
12840,1.04,61.4,63,6.51,6.55,4.01
12841,1.03,59.4,60,6.61,6.66,3.94
12842,1.21,61.6,58,6.89,6.84,4.23
12843,1.06,61.8,56,6.56,6.51,4.04
12844,1.25,62,57,6.92,6.85,4.27
12845,1.25,61.6,57,6.98,6.91,4.28
